x,numerical,exact,absolute_error
0.9500000000000001,0.11061654092192959,0.11061587104123724,6.698806923471912e-07
0.9550000000000001,0.0996328199451804,0.09963221658060308,6.033645773284579e-07
0.96,0.08862451606094765,0.08862397936135714,5.366995905059513e-07
0.965,0.07759434540349382,0.07759387550131257,4.699021812493154e-07
0.97,0.06654502950238048,0.0665446265135498,4.029888306805729e-07
0.975,0.05547929461097202,0.055478958634923733,3.359760482879448e-07
0.98,0.04439987103377284,0.04439960215340398,2.6888036885885924e-07
0.985,0.033309492452765904,0.03330929073441839,2.0171834751170348e-07
0.99,0.022210895252916793,0.02221076074636139,1.3450655540411804e-07
0.995,0.011106817847013162,0.011106750585437275,6.726157588711479e-08
1.0,0.0,8.659560562354934e-17,8.659560562354934e-17
